# File: CCS_provincial_data.csv
# Title: CO2 and Cost(2005USD) by province
# Units: CO2-Mt,Cost-2005USD per t CO2
# Description: Provincial CO2 and Cost(2005USD)
# Source: PNNL's research based on Dahowski et al. (2010, 2017)
# Column types: ccnn
# ----------
province.name,ID,CO2_Mt,Cost_2005USDtCO2
Shaanxi,Shaanxi_DSF_028,37.8,8.84
Shaanxi,Shaanxi_DSF_029,39,9.43
Shaanxi,Shaanxi_DSF_030,39,9.43
Shaanxi,Shaanxi_DSF_031,25.3,9.87
Shaanxi,Shaanxi_DSF_032,23.4,10.01
Shaanxi,Shaanxi_DSF_033,41.1,11.16
Shaanxi,Shaanxi_DSF_034,12.7,11.54
Shaanxi,Shaanxi_DSF_035,15.6,11.7
Shaanxi,Shaanxi_DSF_036,23.4,12.2
Shaanxi,Shaanxi_DSF_037,18.4,12.87
Shaanxi,Shaanxi_DSF_038,9.9,15.06
Shaanxi,Shaanxi_DSF_039,15.6,15.39
Shaanxi,Shaanxi_DSF_040,15.6,16.61
Shaanxi,Shaanxi_DSF_041,15.6,16.93
Shaanxi,Shaanxi_DSF_042,15.6,16.93
Shaanxi,Shaanxi_DSF_043,11.7,21
Shaanxi,Shaanxi_DSF_044,7.9,23.97
Shandong,Shandong_EOR_001,204.6,-25.14
Shandong,Shandong_EOR_002,103.9,-24.53
Shandong,Shandong_EOR_003,41.1,-24.53
Shandong,Shandong_EOR_004,29.6,-24.15
Shandong,Shandong_EOR_005,57.1,-23.92
Shandong,Shandong_EOR_006,45.3,-23.54
Shandong,Shandong_EOR_007,82.3,-23.46
Shandong,Shandong_EOR_008,23.2,-23.34
Shandong,Shandong_EOR_009,9.4,-20.61
Shandong,Shandong_EOR_010,10.5,-19.94
Shandong,Shandong_EOR_011,22,-18.96
Shandong,Shandong_EOR_012,13.8,-18.88
Shandong,Shandong_EOR_013,3.8,-18.64
Shandong,Shandong_EOR_014,3.7,-17.91
Shandong,Shandong_EOR_015,5,-17.02
Shandong,Shandong_EOR_016,18.9,-16.06
Shandong,Shandong_EOR_017,8.8,-12.8
Shandong,Shandong_EOR_018,5,-11.21
Shandong,Shandong_EOR_019,1.8,-5.77
Shandong,Shandong_EOR_020,2.5,3.9
Shandong,Shandong_ECBM_001,41.8,-50.95
Shandong,Shandong_ECBM_002,41.8,-50.95
Shandong,Shandong_ECBM_003,25.2,-48.87
Shandong,Shandong_ECBM_004,17.9,-46.81
Shandong,Shandong_ECBM_005,12.6,-44.39
Shandong,Shandong_ECBM_006,8.2,-37.3
Shandong,Shandong_ECBM_007,4.1,-30.09
Shandong,Shandong_ECBM_008,70.2,3.86
Shandong,Shandong_DSF_001,1722.3,0.9
Shandong,Shandong_DSF_002,855.4,1.06
Shandong,Shandong_DSF_003,790.8,1.06
Shandong,Shandong_DSF_004,818.2,1.07
Shandong,Shandong_DSF_005,804.2,1.1
Shandong,Shandong_DSF_006,737.2,1.12
Shandong,Shandong_DSF_007,971.7,1.16
Shandong,Shandong_DSF_008,512.5,1.19
Shandong,Shandong_DSF_009,415.6,1.27
Shandong,Shandong_DSF_010,442.3,1.27
Shandong,Shandong_DSF_011,459.8,1.34
Shandong,Shandong_DSF_012,402.1,1.36
Shandong,Shandong_DSF_013,596.4,1.4
Shandong,Shandong_DSF_014,2935.2,1.4
Shandong,Shandong_DSF_015,280.8,1.49
Shandong,Shandong_DSF_016,313,1.5
Shandong,Shandong_DSF_017,323,1.5
Shandong,Shandong_DSF_018,234.5,1.61
Shandong,Shandong_DSF_019,241.3,1.66
Shandong,Shandong_DSF_020,1262.8,1.71
Shandong,Shandong_DSF_021,180.9,1.74
Shandong,Shandong_DSF_022,167.4,1.74
Shandong,Shandong_DSF_023,167.4,1.74
Shandong,Shandong_DSF_024,207,1.75
Shandong,Shandong_DSF_025,164.6,1.76
Shandong,Shandong_DSF_026,804.2,1.76
Shandong,Shandong_DSF_027,156,1.79
Shandong,Shandong_DSF_028,156,1.79
Shandong,Shandong_DSF_029,156,1.79
Shandong,Shandong_DSF_030,156,1.79
Shandong,Shandong_DSF_031,167.5,1.83
Shandong,Shandong_DSF_032,167.5,1.83
Shandong,Shandong_DSF_033,165,1.85
Shandong,Shandong_DSF_034,653.4,1.88
Shandong,Shandong_DSF_035,194.3,1.88
Shandong,Shandong_DSF_036,228.5,1.88
Shandong,Shandong_DSF_037,179.4,1.91
Shandong,Shandong_DSF_038,176.6,1.93
Shandong,Shandong_DSF_039,1005.2,1.96
Shandong,Shandong_DSF_040,156,1.97
Shandong,Shandong_DSF_041,156,2.01
Shandong,Shandong_DSF_042,844.4,2.06
Shandong,Shandong_DSF_043,285.6,2.08
Shandong,Shandong_DSF_044,118.6,2.08
Shandong,Shandong_DSF_045,100.7,2.08
Shandong,Shandong_DSF_046,238,2.11
Shandong,Shandong_DSF_047,118.2,2.18
Shandong,Shandong_DSF_048,804.2,2.2
Shandong,Shandong_DSF_049,351,2.28
Shandong,Shandong_DSF_050,123,2.33
Shandong,Shandong_DSF_051,123,2.33
Shandong,Shandong_DSF_052,124.8,2.34
Shandong,Shandong_DSF_053,92.6,2.43
Shandong,Shandong_DSF_054,804.2,2.59
Shandong,Shandong_DSF_055,107.6,2.6
Shandong,Shandong_DSF_056,80.4,2.6
Shandong,Shandong_DSF_057,142.8,2.63
Shandong,Shandong_DSF_058,71.5,2.67
Shandong,Shandong_DSF_059,670.1,2.75
Shandong,Shandong_DSF_060,871.2,2.77
Shandong,Shandong_DSF_061,329.2,2.87
Shandong,Shandong_DSF_062,93.6,2.88
Shandong,Shandong_DSF_063,70.2,2.89
Shandong,Shandong_DSF_064,92.6,2.9
Shandong,Shandong_DSF_065,321.7,2.98
Shandong,Shandong_DSF_066,78,3.01
Shandong,Shandong_DSF_067,365.2,3.01
Shandong,Shandong_DSF_068,469.1,3.05
Shandong,Shandong_DSF_069,402.1,3.07
Shandong,Shandong_DSF_070,181.1,3.09
Shandong,Shandong_DSF_071,63.1,3.13
Shandong,Shandong_DSF_072,63.1,3.13
Shandong,Shandong_DSF_073,50.3,3.13
Shandong,Shandong_DSF_074,87.1,3.14
Shandong,Shandong_DSF_075,157.5,3.15
Shandong,Shandong_DSF_076,69,3.22
Shandong,Shandong_DSF_077,59.1,3.28
Shandong,Shandong_DSF_078,59.1,3.28
Shandong,Shandong_DSF_079,59.1,3.28
Shandong,Shandong_DSF_080,62.4,3.53
Shandong,Shandong_DSF_081,180.9,3.58
Shandong,Shandong_DSF_082,156,3.61
Shandong,Shandong_DSF_083,434.3,3.65
Shandong,Shandong_DSF_084,569.6,3.65
Shandong,Shandong_DSF_085,42.1,3.83
Shandong,Shandong_DSF_086,54.6,3.94
Shandong,Shandong_DSF_087,78,3.98
Shandong,Shandong_DSF_088,280.8,4.02
Shandong,Shandong_DSF_089,218.4,4.16
Shandong,Shandong_DSF_090,218.4,4.16
Shandong,Shandong_DSF_091,218.4,4.16
Shandong,Shandong_DSF_092,49.2,4.21
Shandong,Shandong_DSF_093,202.8,4.26
Shandong,Shandong_DSF_094,37.8,4.27
Shandong,Shandong_DSF_095,46.8,4.29
Shandong,Shandong_DSF_096,32.7,4.35
Shandong,Shandong_DSF_097,45.8,4.44
Shandong,Shandong_DSF_098,221.1,4.85
Shandong,Shandong_DSF_099,174.2,4.9
Shandong,Shandong_DSF_100,33.5,5.08
Shandong,Shandong_DSF_101,234,5.09
Shandong,Shandong_DSF_102,39,5.15
Shandong,Shandong_DSF_103,129.7,5.31
Shandong,Shandong_DSF_104,18.7,5.54
Shandong,Shandong_DSF_105,29.6,5.61
Shandong,Shandong_DSF_106,71.4,5.72
Shandong,Shandong_DSF_107,28.1,5.83
Shandong,Shandong_DSF_108,31.2,5.94
Shandong,Shandong_DSF_109,27.3,5.98
Shandong,Shandong_DSF_110,156,5.99
Shandong,Shandong_DSF_111,29.6,6.1
Shandong,Shandong_DSF_112,140.4,6.41
Shandong,Shandong_DSF_113,74.9,6.5
Shandong,Shandong_DSF_114,62.4,6.67
Shandong,Shandong_DSF_115,101.4,6.99
Shandong,Shandong_DSF_116,88,7.15
Shandong,Shandong_DSF_117,21.8,7.16
Shandong,Shandong_DSF_118,75.5,7.16
Shandong,Shandong_DSF_119,23.4,7.44
Shandong,Shandong_DSF_120,55.4,7.52
Shandong,Shandong_DSF_121,16.4,7.55
Shandong,Shandong_DSF_122,20.1,7.66
Shandong,Shandong_DSF_123,22,7.71
Shandong,Shandong_DSF_124,19.7,7.78
Shandong,Shandong_DSF_125,19.7,7.78
Shandong,Shandong_DSF_126,14.8,8.19
Shandong,Shandong_DSF_127,20.1,8.42
Shandong,Shandong_DSF_128,88.1,8.46
Shandong,Shandong_DSF_129,25,8.48
Shandong,Shandong_DSF_130,23.4,8.57
Shandong,Shandong_DSF_131,78,8.74
Shandong,Shandong_DSF_132,15.1,8.83
Shandong,Shandong_DSF_133,73.8,8.84
Shandong,Shandong_DSF_134,49.3,9.17
Shandong,Shandong_DSF_135,16.1,9.21
Shandong,Shandong_DSF_136,46.8,9.49
Shandong,Shandong_DSF_137,47.2,9.92
Shandong,Shandong_DSF_138,23.4,10.02
Shandong,Shandong_DSF_139,62.4,10.79
Shandong,Shandong_DSF_140,57.1,10.88
Shandong,Shandong_DSF_141,12.6,11.29
Shandong,Shandong_DSF_142,57.1,11.3
Shandong,Shandong_DSF_143,39,11.9
Shandong,Shandong_DSF_144,46.8,12.42
Shandong,Shandong_DSF_145,41.1,12.88
Shandong,Shandong_DSF_146,23.4,13.08
Shandong,Shandong_DSF_147,31.2,13.12
Shandong,Shandong_DSF_148,35.2,13.49
Shandong,Shandong_DSF_149,9.9,13.92
Shandong,Shandong_DSF_150,23.4,13.96
Shandong,Shandong_DSF_151,39,13.99
Shandong,Shandong_DSF_152,6.7,14.16
Shandong,Shandong_DSF_153,5.5,14.45
Shandong,Shandong_DSF_154,26.8,14.45
Shandong,Shandong_DSF_155,33.5,14.51
Shandong,Shandong_DSF_156,16.8,14.53
Shandong,Shandong_DSF_157,36.6,14.61
Shandong,Shandong_DSF_158,20.1,14.68
Shandong,Shandong_DSF_159,9.9,14.87
Shandong,Shandong_DSF_160,22,15.39
Shandong,Shandong_DSF_161,23.4,15.41
Shandong,Shandong_DSF_162,7.3,15.5
Shandong,Shandong_DSF_163,23.4,15.96
Shandong,Shandong_DSF_164,9.4,16.55
Shandong,Shandong_DSF_165,15.6,16.6
Shandong,Shandong_DSF_166,11.7,16.95
Shandong,Shandong_DSF_167,23.4,17.14
Shandong,Shandong_DSF_168,15.6,17.47
Shandong,Shandong_DSF_169,23.4,19.98
Shandong,Shandong_DSF_170,19.5,21.2
Shandong,Shandong_DSF_171,13.7,24.77
Shandong,Shandong_DSF_172,15.6,24.8
Shandong,Shandong_DSF_173,14.3,26.14
Shandong,Shandong_DSF_174,10.1,29.45
Shandong,Shandong_DSF_175,14.6,31.95
Shanghai,Shanghai_DSF_001,1913.9,3.03
Shanghai,Shanghai_DSF_002,817.6,3.5
Shanghai,Shanghai_DSF_003,739.8,3.55
Shanghai,Shanghai_DSF_004,806,3.88
Shanghai,Shanghai_DSF_005,804.2,3.95
Shanghai,Shanghai_DSF_006,722.6,4.1
Shanghai,Shanghai_DSF_007,569.6,4.34
Shanghai,Shanghai_DSF_008,502.6,4.66
Shanghai,Shanghai_DSF_009,254.7,5.77
Shanghai,Shanghai_DSF_010,217.8,5.94
Shanghai,Shanghai_DSF_011,222.7,6.19
Shanghai,Shanghai_DSF_012,184.3,6.2
Shanghai,Shanghai_DSF_013,229,6.22
Shanghai,Shanghai_DSF_014,185.2,6.42
Shanghai,Shanghai_DSF_015,185.2,6.42
Shanghai,Shanghai_DSF_016,147.6,6.45
Shanghai,Shanghai_DSF_017,174.9,6.53
Shanghai,Shanghai_DSF_018,173.4,6.57
Shanghai,Shanghai_DSF_019,157.7,6.84
Shanghai,Shanghai_DSF_020,117.3,7.12
Shanghai,Shanghai_DSF_021,144.1,7.28
Shanghai,Shanghai_DSF_022,146.6,7.4
Shanghai,Shanghai_DSF_023,117.3,7.92
Shanghai,Shanghai_DSF_024,109.9,8.52
Shanghai,Shanghai_DSF_025,103.4,9.12
Shanghai,Shanghai_DSF_026,69,10.49
Shanghai,Shanghai_DSF_027,70.2,10.55
Shanghai,Shanghai_DSF_028,67,10.96
Shanghai,Shanghai_DSF_029,63.1,11.44
Shanghai,Shanghai_DSF_030,50.5,12.66
Shanghai,Shanghai_DSF_031,50.3,12.83
Shanghai,Shanghai_DSF_032,46.8,13.39
Shanghai,Shanghai_DSF_033,41.2,14.64
Shanghai,Shanghai_DSF_034,34.3,15.78
Shanghai,Shanghai_DSF_035,31.5,16.76
Shanghai,Shanghai_DSF_036,30.9,16.98
Shanghai,Shanghai_DSF_037,17,24.13
Shanghai,Shanghai_DSF_038,9.4,36.53
Shanxi,Shanxi_EOR_001,24.7,-69.65
Shanxi,Shanxi_EOR_002,37.8,-66.86
Shanxi,Shanxi_EOR_003,25.2,-64.97
Shanxi,Shanxi_EOR_004,22.7,-64.36
Shanxi,Shanxi_EOR_005,19.1,-63.17
Shanxi,Shanxi_EOR_006,5,-59.72
Shanxi,Shanxi_EOR_007,3.8,-58.22
Shanxi,Shanxi_EOR_008,7.8,-57.89
Shanxi,Shanxi_ECBM_001,94.6,-55.94
Shanxi,Shanxi_ECBM_002,28.8,-54.68
Shanxi,Shanxi_ECBM_003,2.5,-45.5
Shanxi,Shanxi_ECBM_004,3.7,-42.04
Shanxi,Shanxi_ECBM_005,53.5,-13.72
Shanxi,Shanxi_ECBM_006,23.4,17.85
Shanxi,Shanxi_ECBM_007,22.9,20.91
Shanxi,Shanxi_DSF_001,1407.3,1.5
Shanxi,Shanxi_DSF_002,1742.4,1.8
Shanxi,Shanxi_DSF_003,804.2,1.91
Shanxi,Shanxi_DSF_004,739.8,2.02
Shanxi,Shanxi_DSF_005,1641.8,2.04
Shanxi,Shanxi_DSF_006,871.2,2.13
Shanxi,Shanxi_DSF_007,696.9,2.14
Shanxi,Shanxi_DSF_008,820.9,2.21
Shanxi,Shanxi_DSF_009,569.6,2.23
Shanxi,Shanxi_DSF_010,402.1,2.37
Shanxi,Shanxi_DSF_011,268.1,2.39
Shanxi,Shanxi_DSF_012,1340.3,2.4
Shanxi,Shanxi_DSF_013,214,2.46
Shanxi,Shanxi_DSF_014,804.2,2.58
Shanxi,Shanxi_DSF_015,1206.3,2.66
Shanxi,Shanxi_DSF_016,402.1,2.75
Shanxi,Shanxi_DSF_017,804.2,2.82
Shanxi,Shanxi_DSF_018,402.1,2.85
Shanxi,Shanxi_DSF_019,201,3.01
Shanxi,Shanxi_DSF_020,831,3.02
Shanxi,Shanxi_DSF_021,100.7,3.09
Shanxi,Shanxi_DSF_022,378.6,3.22
Shanxi,Shanxi_DSF_023,268.1,3.39
Shanxi,Shanxi_DSF_024,151,3.79
Shanxi,Shanxi_DSF_025,167.5,3.96
Shanxi,Shanxi_DSF_026,268.1,4.25
Shanxi,Shanxi_DSF_027,115.2,4.68
Shanxi,Shanxi_DSF_028,294.9,4.82
Shanxi,Shanxi_DSF_029,98.8,4.89
Shanxi,Shanxi_DSF_030,67,4.95
Shanxi,Shanxi_DSF_031,90.6,5.09
Shanxi,Shanxi_DSF_032,120.6,5.18
Shanxi,Shanxi_DSF_033,268.1,5.2
Shanxi,Shanxi_DSF_034,93.6,5.48
Shanxi,Shanxi_DSF_035,76.3,5.7
Shanxi,Shanxi_DSF_036,78,6.53
Shanxi,Shanxi_DSF_037,58.5,7.53
Shanxi,Shanxi_DSF_038,117,7.67
Shanxi,Shanxi_DSF_039,39,8.59
Shanxi,Shanxi_DSF_040,31.2,9.73
Shanxi,Shanxi_DSF_041,24.6,10.1
Shanxi,Shanxi_DSF_042,66.3,10.59
Shanxi,Shanxi_DSF_043,66.3,10.59
Shanxi,Shanxi_DSF_044,33.5,11.85
Shanxi,Shanxi_DSF_045,23.4,12.28
Shanxi,Shanxi_DSF_046,15.6,12.33
Shanxi,Shanxi_DSF_047,14.6,12.46
Shanxi,Shanxi_DSF_048,31,13.25
Shanxi,Shanxi_DSF_049,20.1,14.15
Shanxi,Shanxi_DSF_050,15.1,16.26
Shanxi,Shanxi_DSF_051,18.3,18.2
Shanxi,Shanxi_DSF_052,15.6,19.07
Shanxi,Shanxi_DSF_053,4.7,20.72
Shanxi,Shanxi_DSF_054,10.1,21.73
Shanxi,Shanxi_DSF_055,7,22.01
Shanxi,Shanxi_EOR_001,24.7,-69.65
Shanxi,Shanxi_EOR_002,37.8,-66.86
Shanxi,Shanxi_EOR_003,25.2,-64.97
Shanxi,Shanxi_EOR_004,22.7,-64.36
Shanxi,Shanxi_EOR_005,19.1,-63.17
Shanxi,Shanxi_EOR_006,5,-59.72
Shanxi,Shanxi_EOR_007,3.8,-58.22
Shanxi,Shanxi_EOR_008,7.8,-57.89
Shanxi,Shanxi_ECBM_001,94.6,-55.94
Shanxi,Shanxi_ECBM_002,28.8,-54.68
Shanxi,Shanxi_ECBM_003,2.5,-45.5
Shanxi,Shanxi_ECBM_004,3.7,-42.04
Shanxi,Shanxi_ECBM_005,53.5,-13.72
Shanxi,Shanxi_ECBM_006,23.4,17.85
Shanxi,Shanxi_ECBM_007,22.9,20.91
Shanxi,Shanxi_DSF_001,1407.3,1.5
Shanxi,Shanxi_DSF_002,1742.4,1.8
Shanxi,Shanxi_DSF_003,804.2,1.91
Shanxi,Shanxi_DSF_004,739.8,2.02
Shanxi,Shanxi_DSF_005,1641.8,2.04
Shanxi,Shanxi_DSF_006,871.2,2.13
Shanxi,Shanxi_DSF_007,696.9,2.14
Shanxi,Shanxi_DSF_008,820.9,2.21
Shanxi,Shanxi_DSF_009,569.6,2.23
Shanxi,Shanxi_DSF_010,402.1,2.37
Shanxi,Shanxi_DSF_011,268.1,2.39
Shanxi,Shanxi_DSF_012,1340.3,2.4
Shanxi,Shanxi_DSF_013,214,2.46
Shanxi,Shanxi_DSF_014,804.2,2.58
Shanxi,Shanxi_DSF_015,1206.3,2.66
Shanxi,Shanxi_DSF_016,402.1,2.75
Shanxi,Shanxi_DSF_017,804.2,2.82
Shanxi,Shanxi_DSF_018,402.1,2.85
Shanxi,Shanxi_DSF_019,201,3.01
Shanxi,Shanxi_DSF_020,831,3.02
Shanxi,Shanxi_DSF_021,100.7,3.09
Shanxi,Shanxi_DSF_022,378.6,3.22
Shanxi,Shanxi_DSF_023,268.1,3.39
Shanxi,Shanxi_DSF_024,151,3.79
Shanxi,Shanxi_DSF_025,167.5,3.96
Shanxi,Shanxi_DSF_026,268.1,4.25
Shanxi,Shanxi_DSF_027,115.2,4.68
Shanxi,Shanxi_DSF_028,294.9,4.82
Shanxi,Shanxi_DSF_029,98.8,4.89
Shanxi,Shanxi_DSF_030,67,4.95
Shanxi,Shanxi_DSF_031,90.6,5.09
Shanxi,Shanxi_DSF_032,120.6,5.18
Shanxi,Shanxi_DSF_033,268.1,5.2
Shanxi,Shanxi_DSF_034,93.6,5.48
Shanxi,Shanxi_DSF_035,76.3,5.7
Shanxi,Shanxi_DSF_036,78,6.53
Shanxi,Shanxi_DSF_037,58.5,7.53
Shanxi,Shanxi_DSF_038,117,7.67
Shanxi,Shanxi_DSF_039,39,8.59
Shanxi,Shanxi_DSF_040,31.2,9.73
Shanxi,Shanxi_DSF_041,24.6,10.1
Shanxi,Shanxi_DSF_042,66.3,10.59
Shanxi,Shanxi_DSF_043,66.3,10.59
Shanxi,Shanxi_DSF_044,33.5,11.85
Shanxi,Shanxi_DSF_045,23.4,12.28
Shanxi,Shanxi_DSF_046,15.6,12.33
Shanxi,Shanxi_DSF_047,14.6,12.46
Shanxi,Shanxi_DSF_048,31,13.25
Shanxi,Shanxi_DSF_049,20.1,14.15
Shanxi,Shanxi_DSF_050,15.1,16.26
Shanxi,Shanxi_DSF_051,18.3,18.2
Shanxi,Shanxi_DSF_052,15.6,19.07
Shanxi,Shanxi_DSF_053,4.7,20.72
Shanxi,Shanxi_DSF_054,10.1,21.73
Shanxi,Shanxi_DSF_055,7,22.01
Sichuan,Sichuan_ECBM_001,21,-37.52
Sichuan,Sichuan_ECBM_002,8.6,-12.18
Sichuan,Sichuan_DSF_001,1206.3,4.7
Sichuan,Sichuan_DSF_002,603.1,4.94
Sichuan,Sichuan_DSF_003,442.3,5.05
Sichuan,Sichuan_DSF_004,291.5,5.2
Sichuan,Sichuan_DSF_005,268.1,5.28
Sichuan,Sichuan_DSF_006,257.2,5.36
Sichuan,Sichuan_DSF_007,234,5.42
Sichuan,Sichuan_DSF_008,207.7,5.43
Sichuan,Sichuan_DSF_009,185.2,5.55
Sichuan,Sichuan_DSF_010,190.3,5.56
Sichuan,Sichuan_DSF_011,164.7,5.58
Sichuan,Sichuan_DSF_012,163.8,5.6
Sichuan,Sichuan_DSF_013,144,5.87
Sichuan,Sichuan_DSF_014,138.4,5.87
Sichuan,Sichuan_DSF_015,134,6.02
Sichuan,Sichuan_DSF_016,134,6.02
Sichuan,Sichuan_DSF_017,94.8,6.28
Sichuan,Sichuan_DSF_018,82.3,6.3
Sichuan,Sichuan_DSF_019,94.4,6.31
Sichuan,Sichuan_DSF_020,101.4,6.47
Sichuan,Sichuan_DSF_021,84.1,6.5
Sichuan,Sichuan_DSF_022,85.8,6.51
Sichuan,Sichuan_DSF_023,100.6,6.52
Sichuan,Sichuan_DSF_024,67,6.66
Sichuan,Sichuan_DSF_025,67,6.66
Sichuan,Sichuan_DSF_026,66.9,6.67
Sichuan,Sichuan_DSF_027,61.7,7.12
Sichuan,Sichuan_DSF_028,55,7.34
Sichuan,Sichuan_DSF_029,54.6,7.38
Sichuan,Sichuan_DSF_030,39,7.47
Sichuan,Sichuan_DSF_031,39,7.47
Sichuan,Sichuan_DSF_032,39,7.47
Sichuan,Sichuan_DSF_033,46.8,7.81
Sichuan,Sichuan_DSF_034,46.8,7.81
Sichuan,Sichuan_DSF_035,34.5,8.35
Sichuan,Sichuan_DSF_036,33,8.54
Sichuan,Sichuan_DSF_037,31.2,8.95
Sichuan,Sichuan_DSF_038,27.1,9.03
Sichuan,Sichuan_DSF_039,25.2,9.6
Sichuan,Sichuan_DSF_040,23.4,10.2
Sichuan,Sichuan_DSF_041,22,10.72
Sichuan,Sichuan_DSF_042,15.6,12.57
Sichuan,Sichuan_DSF_043,13.8,13.93
Tianjin,Tianjin_EOR_001,24.7,-23.36
Tianjin,Tianjin_EOR_002,12.3,-17.17
Tianjin,Tianjin_DSF_001,921.4,1.03
Tianjin,Tianjin_DSF_002,804.2,1.1
Tianjin,Tianjin_DSF_003,621.6,1.14
Tianjin,Tianjin_DSF_004,1018.6,1.19
Tianjin,Tianjin_DSF_005,804.2,1.3
Tianjin,Tianjin_DSF_006,402.1,1.36
Tianjin,Tianjin_DSF_007,217.8,1.69
Tianjin,Tianjin_DSF_008,134,1.99
Tianjin,Tianjin_DSF_009,98.8,2.11
Tianjin,Tianjin_DSF_010,102.9,2.41
Tianjin,Tianjin_DSF_011,93.6,2.58
Tianjin,Tianjin_DSF_012,93.6,2.58
Tianjin,Tianjin_DSF_013,93.6,2.58
Tianjin,Tianjin_DSF_014,78,2.68
Tianjin,Tianjin_DSF_015,49.4,3.18
Tianjin,Tianjin_DSF_016,54.6,3.49
Tianjin,Tianjin_DSF_017,41.2,4.33
Tianjin,Tianjin_DSF_018,37,4.69
Tianjin,Tianjin_DSF_019,31.5,5.33
Tianjin,Tianjin_DSF_020,15.6,9.45
Xinjiang,Xinjiang_EOR_001,23.7,-52.36
Xinjiang,Xinjiang_EOR_002,80.4,-51.98
Xinjiang,Xinjiang_EOR_003,23.7,-50.82
Xinjiang,Xinjiang_EOR_004,18.1,-49.9
Xinjiang,Xinjiang_EOR_005,11.4,-47.15
Xinjiang,Xinjiang_EOR_006,13.4,-45.23
Xinjiang,Xinjiang_EOR_007,4.9,-41.71
Xinjiang,Xinjiang_EOR_008,7.8,-39.02
Xinjiang,Xinjiang_EOR_009,7.8,-37.55
Xinjiang,Xinjiang_EOR_010,43.7,-25.59
Xinjiang,Xinjiang_EOR_011,31.8,-24.65
Xinjiang,Xinjiang_EOR_012,36.2,-24.51
Xinjiang,Xinjiang_EOR_013,11.4,-19.34
Xinjiang,Xinjiang_EOR_014,4.9,-7.32
Xinjiang,Xinjiang_DSF_001,536.1,2.99
Xinjiang,Xinjiang_DSF_002,94.4,3.07
Xinjiang,Xinjiang_DSF_003,88.1,3.24
Xinjiang,Xinjiang_DSF_004,80.4,3.27
Xinjiang,Xinjiang_DSF_005,67,3.62
Xinjiang,Xinjiang_DSF_006,241.3,3.72
Xinjiang,Xinjiang_DSF_007,284.8,3.8
Xinjiang,Xinjiang_DSF_008,174.7,4.06
Xinjiang,Xinjiang_DSF_009,144.8,4.27
Xinjiang,Xinjiang_DSF_010,127.3,4.34
Xinjiang,Xinjiang_DSF_011,98.6,4.59
Xinjiang,Xinjiang_DSF_012,180.9,4.62
Xinjiang,Xinjiang_DSF_013,94.6,4.69
Xinjiang,Xinjiang_DSF_014,7.8,5.47
Xinjiang,Xinjiang_DSF_015,33.5,5.47
Xinjiang,Xinjiang_DSF_016,34.3,5.68
Xinjiang,Xinjiang_DSF_017,35.5,5.75
Xinjiang,Xinjiang_DSF_018,31.2,5.8
Xinjiang,Xinjiang_DSF_019,167.5,6.29
Xinjiang,Xinjiang_DSF_020,31.2,6.64
Xinjiang,Xinjiang_DSF_021,27.2,6.66
Xinjiang,Xinjiang_DSF_022,14.8,8.86
Xinjiang,Xinjiang_DSF_023,83.8,9.03
Xinjiang,Xinjiang_DSF_024,23.4,9.18
Xinjiang,Xinjiang_DSF_025,15.6,10.26
Xinjiang,Xinjiang_DSF_026,20.1,14.72
Xinjiang,Xinjiang_DSF_027,9.9,15.2
Yunnan,Yunnan_ECBM_001,25.2,-39.55
Yunnan,Yunnan_ECBM_002,31.5,-39.21
Yunnan,Yunnan_ECBM_003,31.5,-39.18
Yunnan,Yunnan_ECBM_004,15.7,-38.46
Yunnan,Yunnan_ECBM_005,3.1,-23.49
Yunnan,Yunnan_ECBM_006,5,107.23
Yunnan,Yunnan_ECBM_007,5,110.85
Yunnan,Yunnan_DSF_001,904.7,6.5
Yunnan,Yunnan_DSF_002,100.7,8.43
Yunnan,Yunnan_DSF_003,100.1,9.5
Zhejiang,Zhejiang_DSF_001,978.4,2.56
Zhejiang,Zhejiang_DSF_002,1608.3,2.81
Zhejiang,Zhejiang_DSF_003,468,3.08
Zhejiang,Zhejiang_DSF_004,468,3.12
Zhejiang,Zhejiang_DSF_005,2010.4,3.22
Zhejiang,Zhejiang_DSF_006,279,3.66
Zhejiang,Zhejiang_DSF_007,237.9,3.79
Zhejiang,Zhejiang_DSF_008,1206.3,3.94
Zhejiang,Zhejiang_DSF_009,267.5,4.1
Zhejiang,Zhejiang_DSF_010,402.1,4.15
Zhejiang,Zhejiang_DSF_011,624,4.28
Zhejiang,Zhejiang_DSF_012,234.5,4.3
Zhejiang,Zhejiang_DSF_013,546,4.5
Zhejiang,Zhejiang_DSF_014,739.8,4.67
Zhejiang,Zhejiang_DSF_015,605.1,4.71
Zhejiang,Zhejiang_DSF_016,171.6,4.95
Zhejiang,Zhejiang_DSF_017,147.6,4.98
Zhejiang,Zhejiang_DSF_018,167.5,4.98
Zhejiang,Zhejiang_DSF_019,140.4,5.15
Zhejiang,Zhejiang_DSF_020,101.4,5.18
Zhejiang,Zhejiang_DSF_021,117,5.43
Zhejiang,Zhejiang_DSF_022,123,5.46
Zhejiang,Zhejiang_DSF_023,123,5.46
Zhejiang,Zhejiang_DSF_024,238,5.61
Zhejiang,Zhejiang_DSF_025,174.2,5.66
Zhejiang,Zhejiang_DSF_026,109.9,5.69
Zhejiang,Zhejiang_DSF_027,296.4,5.69
